mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.002689218521118164,0.0002519294837039783,0.0,0.0,,StandardScaler(),"{'classifier__max_depth': None, 'scaler': StandardScaler()}",,,,,,,,4,,,,,,,
0.35567483901977537,0.0401057328804781,0.002421998977661133,0.00016917693164379764,,MaxAbsScaler(),"{'classifier__max_depth': None, 'scaler': MaxAbsScaler()}",0.5833985904463587,0.6076742364917777,0.6057993730407524,0.6105015673981191,0.603448275862069,0.6021644086478154,0.009663163382968822,3,0.8548481880509304,0.8481880509304603,0.8523305914610263,0.8499804151978065,0.8509596553074814,0.851261380189541,0.002244355824142894
0.0014697074890136718,2.5452833211518582e-05,0.0,0.0,5,StandardScaler(),"{'classifier__max_depth': 5, 'scaler': StandardScaler()}",,,,,,,,4,,,,,,,
0.04123282432556152,0.0007088776569153723,0.0019788265228271483,8.151034353688428e-05,5,MaxAbsScaler(),"{'classifier__max_depth': 5, 'scaler': MaxAbsScaler()}",0.6507439310884886,0.6468285043069695,0.6418495297805643,0.646551724137931,0.6489028213166145,0.6469753021261135,0.0029796779871649544,1,0.6546523016650343,0.6513222331047992,0.6525656090873482,0.6551116333725029,0.654719937328633,0.6536743429116635,0.0014749363453139483
0.0014833927154541016,2.700195405194383e-05,0.0,0.0,10,StandardScaler(),"{'classifier__max_depth': 10, 'scaler': StandardScaler()}",,,,,,,,4,,,,,,,
0.07325992584228516,0.0013679993572706228,0.002086830139160156,9.223495059426076e-05,10,MaxAbsScaler(),"{'classifier__max_depth': 10, 'scaler': MaxAbsScaler()}",0.6405638214565388,0.6530931871574002,0.6387147335423198,0.6442006269592476,0.6426332288401254,0.6438411195911263,0.00498416526309778,2,0.6820763956904995,0.6791380999020568,0.6795926361143753,0.6793967880924403,0.6829220524872699,0.6806251944573283,0.0015600096777957692
