mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__penalty,param_scaler,param_classifier__solver,param_classifier__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0015419960021972657,0.00010990569997825307,0.0,0.0,0.1,elasticnet,StandardScaler(),saga,0.5,"{'classifier__C': 0.1, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
0.7839990139007569,0.24104343114357718,0.0018233776092529297,0.00010630521665290594,0.1,elasticnet,MaxAbsScaler(),saga,0.5,"{'classifier__C': 0.1, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6303837118245889,0.6225528582615505,0.6183385579937304,0.6316614420062696,0.6238244514106583,0.6253522042993594,0.004989672334883978,14,0.6264446620959844,0.6270323212536729,0.6296513905209558,0.627301214257736,0.6280846063454759,0.627702838894765,0.0011078361737574005
0.0015036582946777344,3.753995735182215e-05,0.0,0.0,0.1,elasticnet,StandardScaler(),saga,0.6,"{'classifier__C': 0.1, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
0.5775839328765869,0.038688723364900104,0.0021245479583740234,0.0002007235242006138,0.1,elasticnet,MaxAbsScaler(),saga,0.6,"{'classifier__C': 0.1, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6296006264682851,0.6225528582615505,0.6191222570532915,0.6332288401253918,0.6246081504702194,0.6258225464757476,0.005023675369204339,13,0.6270323212536729,0.626052889324192,0.6300430865648257,0.627888758323541,0.6288679984332158,0.6279770107798894,0.001390323582533925
0.001559305191040039,3.095969676495496e-05,0.0,0.0,1,elasticnet,StandardScaler(),saga,0.4,"{'classifier__C': 1, 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
11.161358785629272,0.6457569952204608,0.002028036117553711,0.00019079406534752504,1,elasticnet,MaxAbsScaler(),saga,0.4,"{'classifier__C': 1, 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6601409553641346,0.6577916992952232,0.6489028213166145,0.6614420062695925,0.664576802507837,0.6585708569506803,0.0053076942102682646,3,0.7333986287952987,0.7273261508325172,0.7291421856639247,0.7289463376419898,0.7283587935761848,0.729434419301983,0.0020804012956288764
0.0021938800811767576,0.0009893452176550717,0.0,0.0,1,elasticnet,StandardScaler(),saga,0.5,"{'classifier__C': 1, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
12.884715795516968,6.285452261566686,0.002603483200073242,0.0016758209908822614,1,elasticnet,MaxAbsScaler(),saga,0.5,"{'classifier__C': 1, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6624902114330462,0.6593578700078309,0.6504702194357367,0.6614420062695925,0.6661442006269592,0.6599809015546331,0.005239445794813055,1,0.7269343780607248,0.7214495592556317,0.7201331766549158,0.7228750489620055,0.7224833529181355,0.7227751031702827,0.0022861109932564554
0.0015367031097412109,4.960770511198554e-05,0.0,0.0,1,elasticnet,StandardScaler(),saga,0.6,"{'classifier__C': 1, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
8.2939772605896,1.1723278318851686,0.0028005599975585937,0.00085754828042584,1,elasticnet,MaxAbsScaler(),saga,0.6,"{'classifier__C': 1, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6617071260767423,0.6577916992952232,0.6489028213166145,0.6598746081504702,0.6661442006269592,0.6588840910932019,0.005700507121204133,2,0.7169441723800196,0.7138099902056807,0.7136701919310615,0.7130826478652565,0.7148452800626713,0.7144704564889379,0.001361059504290207
0.0020133495330810548,0.0008939257391468819,0.0,0.0,10,elasticnet,StandardScaler(),saga,0.4,"{'classifier__C': 10, 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
26.97913818359375,1.7615852874765434,0.002220630645751953,0.0007757222883911515,10,elasticnet,MaxAbsScaler(),saga,0.4,"{'classifier__C': 10, 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6358653093187158,0.6350822239624119,0.6246081504702194,0.6394984326018809,0.640282131661442,0.6350672496029339,0.00560107589421265,6,0.8125367286973555,0.8082272282076396,0.8115942028985508,0.8068938503721113,0.8076772424598512,0.8093858505271017,0.002248406787899751
0.0025051116943359377,0.000851196993231294,0.0,0.0,10,elasticnet,StandardScaler(),saga,0.5,"{'classifier__C': 10, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
24.314092016220094,1.6655513259288808,0.002080059051513672,0.0004771008858932909,10,elasticnet,MaxAbsScaler(),saga,0.5,"{'classifier__C': 10, 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6374314800313234,0.6350822239624119,0.6238244514106583,0.6387147335423198,0.6387147335423198,0.6347535244978066,0.005623281638161468,8,0.8123408423114593,0.8082272282076396,0.8117900509204857,0.8066980023501763,0.8078730904817861,0.8093858428543095,0.0022524445579385367
0.0017276287078857421,0.0001824123954996628,0.0,0.0,10,elasticnet,StandardScaler(),saga,0.6,"{'classifier__C': 10, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': StandardScaler()}",,,,,,,,16,,,,,,,
22.1248788356781,1.2751221158638362,0.002880287170410156,0.0014606117948758992,10,elasticnet,MaxAbsScaler(),saga,0.6,"{'classifier__C': 10, 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'scaler': MaxAbsScaler()}",0.6358653093187158,0.6350822239624119,0.6230407523510971,0.6379310344827587,0.6394984326018809,0.6342835505433729,0.005831629021433352,9,0.8117531831537708,0.8072477962781587,0.8117900509204857,0.8068938503721113,0.8074813944379162,0.8090332550324886,0.0022437076067198945
